"fov","cellID","x_local_px","y_local_px","x_global_px","y_global_px"
32,228,196,3635,151271.817108155,-38851.1113230387
32,228,198,3664,151273.817108155,-38822.1113230387
32,228,199,3669,151274.817108155,-38817.1113230387
32,228,200,3672,151275.817108155,-38814.1113230387
32,228,201,3674,151276.817108155,-38812.1113230387
32,228,207,3680,151282.817108155,-38806.1113230387
32,228,209,3681,151284.817108155,-38805.1113230387
32,228,218,3684,151293.817108155,-38802.1113230387
32,228,234,3688,151309.817108155,-38798.1113230387
32,229,2275,3689,153350.817108155,-38797.1113230387
32,229,2278,3688,153353.817108155,-38798.1113230387
32,229,2300,3677,153375.817108155,-38809.1113230387
32,229,2304,3673,153379.817108155,-38813.1113230387
32,229,2314,3592,153389.817108155,-38894.1113230387
32,229,2314,3580,153389.817108155,-38906.1113230387
32,229,2313,3578,153388.817108155,-38908.1113230387
32,229,2309,3576,153384.817108155,-38910.1113230387
32,229,2262,3558,153337.817108155,-38928.1113230387
32,229,2259,3557,153334.817108155,-38929.1113230387
32,229,2255,3557,153330.817108155,-38929.1113230387
32,229,2181,3562,153256.817108155,-38924.1113230387
32,229,2180,3564,153255.817108155,-38922.1113230387
32,229,2179,3567,153254.817108155,-38919.1113230387
32,229,2177,3575,153252.817108155,-38911.1113230387
32,229,2176,3580,153251.817108155,-38906.1113230387
32,229,2170,3618,153245.817108155,-38868.1113230387
32,229,2170,3622,153245.817108155,-38864.1113230387
32,229,2171,3627,153246.817108155,-38859.1113230387
32,229,2172,3630,153247.817108155,-38856.1113230387
32,229,2173,3632,153248.817108155,-38854.1113230387
32,229,2272,3688,153347.817108155,-38798.1113230387
32,229,2274,3689,153349.817108155,-38797.1113230387
32,230,2347,3687,153422.817108155,-38799.1113230387
32,230,2384,3650,153459.817108155,-38836.1113230387
32,230,2391,3602,153466.817108155,-38884.1113230387
32,230,2391,3594,153466.817108155,-38892.1113230387
32,230,2368,3570,153443.817108155,-38916.1113230387
32,230,2365,3569,153440.817108155,-38917.1113230387
32,230,2344,3569,153419.817108155,-38917.1113230387
32,230,2340,3570,153415.817108155,-38916.1113230387
32,230,2319,3578,153394.817108155,-38908.1113230387
32,230,2316,3581,153391.817108155,-38905.1113230387
32,230,2306,3627,153381.817108155,-38859.1113230387
32,230,2305,3651,153380.817108155,-38835.1113230387
32,230,2305,3673,153380.817108155,-38813.1113230387
32,230,2313,3681,153388.817108155,-38805.1113230387
32,230,2315,3682,153390.817108155,-38804.1113230387
32,230,2323,3684,153398.817108155,-38802.1113230387
32,230,2344,3687,153419.817108155,-38799.1113230387
32,231,519,3670,151594.817108155,-38816.1113230387
32,231,531,3664,151606.817108155,-38822.1113230387
32,231,555,3648,151630.817108155,-38838.1113230387
32,231,571,3632,151646.817108155,-38854.1113230387
32,231,571,3629,151646.817108155,-38857.1113230387
32,231,566,3624,151641.817108155,-38862.1113230387
32,231,545,3607,151620.817108155,-38879.1113230387
32,231,526,3594,151601.817108155,-38892.1113230387
32,231,524,3594,151599.817108155,-38892.1113230387
32,231,476,3609,151551.817108155,-38877.1113230387
32,231,467,3618,151542.817108155,-38868.1113230387
32,231,461,3626,151536.817108155,-38860.1113230387
32,231,460,3628,151535.817108155,-38858.1113230387
32,231,457,3637,151532.817108155,-38849.1113230387
32,231,457,3642,151532.817108155,-38844.1113230387
32,231,459,3645,151534.817108155,-38841.1113230387
32,231,464,3651,151539.817108155,-38835.1113230387
32,231,471,3659,151546.817108155,-38827.1113230387
32,231,482,3666,151557.817108155,-38820.1113230387
32,231,486,3668,151561.817108155,-38818.1113230387
32,231,494,3670,151569.817108155,-38816.1113230387
32,232,3134,3684,154209.817108155,-38802.1113230387
32,232,3148,3682,154223.817108155,-38804.1113230387
32,232,3153,3681,154228.817108155,-38805.1113230387
32,232,3156,3680,154231.817108155,-38806.1113230387
32,232,3158,3678,154233.817108155,-38808.1113230387
32,232,3176,3640,154251.817108155,-38846.1113230387
32,232,3176,3638,154251.817108155,-38848.1113230387
32,232,3175,3633,154250.817108155,-38853.1113230387
32,232,3174,3630,154249.817108155,-38856.1113230387
32,232,3171,3624,154246.817108155,-38862.1113230387
32,232,3165,3616,154240.817108155,-38870.1113230387
32,232,3158,3609,154233.817108155,-38877.1113230387
32,232,3152,3605,154227.817108155,-38881.1113230387
32,232,3146,3602,154221.817108155,-38884.1113230387
32,232,3138,3602,154213.817108155,-38884.1113230387
32,232,3107,3609,154182.817108155,-38877.1113230387
32,232,3098,3612,154173.817108155,-38874.1113230387
32,232,3079,3622,154154.817108155,-38864.1113230387
32,232,3066,3629,154141.817108155,-38857.1113230387
32,232,3065,3631,154140.817108155,-38855.1113230387
32,232,3064,3636,154139.817108155,-38850.1113230387
32,232,3064,3645,154139.817108155,-38841.1113230387
32,232,3065,3650,154140.817108155,-38836.1113230387
32,232,3066,3653,154141.817108155,-38833.1113230387
32,232,3067,3655,154142.817108155,-38831.1113230387
32,232,3071,3661,154146.817108155,-38825.1113230387
32,232,3077,3667,154152.817108155,-38819.1113230387
32,232,3100,3682,154175.817108155,-38804.1113230387
32,232,3102,3683,154177.817108155,-38803.1113230387
32,232,3107,3684,154182.817108155,-38802.1113230387
32,233,4224,3676,155299.817108155,-38810.1113230387
32,233,4229,3675,155304.817108155,-38811.1113230387
32,233,4232,3674,155307.817108155,-38812.1113230387
32,233,4238,3671,155313.817108155,-38815.1113230387
32,233,4254,3655,155329.817108155,-38831.1113230387
32,233,4254,3611,155329.817108155,-38875.1113230387
32,233,4229,3580,155304.817108155,-38906.1113230387
32,233,4224,3575,155299.817108155,-38911.1113230387
32,233,4222,3574,155297.817108155,-38912.1113230387
32,233,4220,3574,155295.817108155,-38912.1113230387
32,233,4175,3608,155250.817108155,-38878.1113230387
32,233,4174,3610,155249.817108155,-38876.1113230387
32,233,4173,3613,155248.817108155,-38873.1113230387
32,233,4170,3628,155245.817108155,-38858.1113230387
32,233,4170,3629,155245.817108155,-38857.1113230387
32,233,4171,3634,155246.817108155,-38852.1113230387
32,233,4172,3637,155247.817108155,-38849.1113230387
32,233,4173,3639,155248.817108155,-38847.1113230387
32,233,4183,3655,155258.817108155,-38831.1113230387
32,233,4193,3665,155268.817108155,-38821.1113230387
32,233,4207,3672,155282.817108155,-38814.1113230387
32,233,4216,3675,155291.817108155,-38811.1113230387
32,233,4221,3676,155296.817108155,-38810.1113230387
32,234,420,3672,151495.817108155,-38814.1113230387
32,234,428,3671,151503.817108155,-38815.1113230387
32,234,430,3670,151505.817108155,-38816.1113230387
32,234,431,3669,151506.817108155,-38817.1113230387
32,234,453,3640,151528.817108155,-38846.1113230387
32,234,457,3634,151532.817108155,-38852.1113230387
32,234,459,3630,151534.817108155,-38856.1113230387
32,234,461,3625,151536.817108155,-38861.1113230387
32,234,461,3615,151536.817108155,-38871.1113230387
32,234,460,3612,151535.817108155,-38874.1113230387
32,234,454,3600,151529.817108155,-38886.1113230387
32,234,445,3590,151520.817108155,-38896.1113230387
32,234,432,3580,151507.817108155,-38906.1113230387
32,234,423,3575,151498.817108155,-38911.1113230387
32,234,417,3572,151492.817108155,-38914.1113230387
32,234,414,3572,151489.817108155,-38914.1113230387
32,234,411,3574,151486.817108155,-38912.1113230387
32,234,406,3578,151481.817108155,-38908.1113230387
32,234,393,3589,151468.817108155,-38897.1113230387
32,234,360,3619,151435.817108155,-38867.1113230387
32,234,355,3624,151430.817108155,-38862.1113230387
32,234,355,3625,151430.817108155,-38861.1113230387
32,234,367,3643,151442.817108155,-38843.1113230387
32,234,378,3659,151453.817108155,-38827.1113230387
32,234,383,3666,151458.817108155,-38820.1113230387
32,234,384,3667,151459.817108155,-38819.1113230387
32,234,398,3671,151473.817108155,-38815.1113230387
32,234,403,3672,151478.817108155,-38814.1113230387
32,235,2448,3671,153523.817108155,-38815.1113230387
32,235,2450,3670,153525.817108155,-38816.1113230387
32,235,2493,3640,153568.817108155,-38846.1113230387
32,235,2500,3635,153575.817108155,-38851.1113230387
32,235,2501,3633,153576.817108155,-38853.1113230387
32,235,2502,3628,153577.817108155,-38858.1113230387
32,235,2502,3618,153577.817108155,-38868.1113230387
32,235,2501,3613,153576.817108155,-38873.1113230387
32,235,2500,3610,153575.817108155,-38876.1113230387
32,235,2495,3600,153570.817108155,-38886.1113230387
32,235,2490,3595,153565.817108155,-38891.1113230387
32,235,2480,3589,153555.817108155,-38897.1113230387
32,235,2478,3588,153553.817108155,-38898.1113230387
32,235,2475,3587,153550.817108155,-38899.1113230387
32,235,2428,3587,153503.817108155,-38899.1113230387
32,235,2412,3589,153487.817108155,-38897.1113230387
32,235,2393,3594,153468.817108155,-38892.1113230387
32,235,2388,3607,153463.817108155,-38879.1113230387
32,235,2384,3631,153459.817108155,-38855.1113230387
32,235,2384,3645,153459.817108155,-38841.1113230387
32,235,2385,3649,153460.817108155,-38837.1113230387
32,235,2387,3650,153462.817108155,-38836.1113230387
32,235,2447,3671,153522.817108155,-38815.1113230387
32,236,3874,3672,154949.817108155,-38814.1113230387
32,236,3879,3671,154954.817108155,-38815.1113230387
32,236,3882,3670,154957.817108155,-38816.1113230387
32,236,3884,3669,154959.817108155,-38817.1113230387
32,236,3889,3664,154964.817108155,-38822.1113230387
32,236,3893,3658,154968.817108155,-38828.1113230387
32,236,3896,3652,154971.817108155,-38834.1113230387
32,236,3897,3649,154972.817108155,-38837.1113230387
32,236,3897,3637,154972.817108155,-38849.1113230387
32,236,3894,3628,154969.817108155,-38858.1113230387
32,236,3893,3626,154968.817108155,-38860.1113230387
32,236,3886,3619,154961.817108155,-38867.1113230387
32,236,3880,3616,154955.817108155,-38870.1113230387
32,236,3870,3612,154945.817108155,-38874.1113230387
32,236,3867,3611,154942.817108155,-38875.1113230387
32,236,3862,3610,154937.817108155,-38876.1113230387
32,236,3818,3602,154893.817108155,-38884.1113230387
32,236,3792,3602,154867.817108155,-38884.1113230387
32,236,3782,3612,154857.817108155,-38874.1113230387
32,236,3780,3616,154855.817108155,-38870.1113230387
32,236,3777,3625,154852.817108155,-38861.1113230387
32,236,3776,3629,154851.817108155,-38857.1113230387
32,236,3775,3634,154850.817108155,-38852.1113230387
32,236,3775,3636,154850.817108155,-38850.1113230387
32,236,3782,3643,154857.817108155,-38843.1113230387
32,236,3787,3647,154862.817108155,-38839.1113230387
32,236,3789,3648,154864.817108155,-38838.1113230387
32,236,3803,3654,154878.817108155,-38832.1113230387
32,236,3837,3666,154912.817108155,-38820.1113230387
32,236,3840,3667,154915.817108155,-38819.1113230387
32,236,3865,3672,154940.817108155,-38814.1113230387
32,237,743,3660,151818.817108155,-38826.1113230387
32,237,745,3659,151820.817108155,-38827.1113230387
32,237,746,3658,151821.817108155,-38828.1113230387
32,237,758,3643,151833.817108155,-38843.1113230387
32,237,765,3634,151840.817108155,-38852.1113230387
32,237,782,3601,151857.817108155,-38885.1113230387
32,237,782,3592,151857.817108155,-38894.1113230387
32,237,779,3582,151854.817108155,-38904.1113230387
32,237,777,3576,151852.817108155,-38910.1113230387
32,237,773,3565,151848.817108155,-38921.1113230387
32,237,771,3560,151846.817108155,-38926.1113230387
32,237,769,3556,151844.817108155,-38930.1113230387
32,237,764,3551,151839.817108155,-38935.1113230387
32,237,752,3543,151827.817108155,-38943.1113230387
32,237,746,3543,151821.817108155,-38943.1113230387
32,237,704,3551,151779.817108155,-38935.1113230387
32,237,692,3554,151767.817108155,-38932.1113230387
32,237,689,3555,151764.817108155,-38931.1113230387
32,237,675,3562,151750.817108155,-38924.1113230387
32,237,674,3563,151749.817108155,-38923.1113230387
32,237,664,3594,151739.817108155,-38892.1113230387
32,237,664,3595,151739.817108155,-38891.1113230387
32,237,672,3604,151747.817108155,-38882.1113230387
32,237,740,3661,151815.817108155,-38825.1113230387
32,238,3388,3666,154463.817108155,-38820.1113230387
32,238,3403,3663,154478.817108155,-38823.1113230387
32,238,3406,3662,154481.817108155,-38824.1113230387
32,238,3412,3659,154487.817108155,-38827.1113230387
32,238,3427,3644,154502.817108155,-38842.1113230387
32,238,3428,3642,154503.817108155,-38844.1113230387
32,238,3429,3639,154504.817108155,-38847.1113230387
32,238,3429,3623,154504.817108155,-38863.1113230387
32,238,3427,3617,154502.817108155,-38869.1113230387
32,238,3424,3614,154499.817108155,-38872.1113230387
32,238,3390,3582,154465.817108155,-38904.1113230387
32,238,3388,3581,154463.817108155,-38905.1113230387
32,238,3358,3570,154433.817108155,-38916.1113230387
32,238,3338,3570,154413.817108155,-38916.1113230387
32,238,3333,3571,154408.817108155,-38915.1113230387
32,238,3330,3572,154405.817108155,-38914.1113230387
32,238,3328,3573,154403.817108155,-38913.1113230387
32,238,3326,3576,154401.817108155,-38910.1113230387
32,238,3325,3579,154400.817108155,-38907.1113230387
32,238,3312,3625,154387.817108155,-38861.1113230387
32,238,3311,3630,154386.817108155,-38856.1113230387
32,238,3319,3639,154394.817108155,-38847.1113230387
32,238,3325,3645,154400.817108155,-38841.1113230387
32,238,3331,3648,154406.817108155,-38838.1113230387
32,238,3367,3662,154442.817108155,-38824.1113230387
32,238,3370,3663,154445.817108155,-38823.1113230387
32,238,3378,3665,154453.817108155,-38821.1113230387
32,238,3383,3666,154458.817108155,-38820.1113230387
32,239,2113,3657,153188.817108155,-38829.1113230387
32,239,2128,3652,153203.817108155,-38834.1113230387
32,239,2134,3649,153209.817108155,-38837.1113230387
32,239,2141,3642,153216.817108155,-38844.1113230387
32,239,2144,3636,153219.817108155,-38850.1113230387
32,239,2145,3633,153220.817108155,-38853.1113230387
32,239,2147,3625,153222.817108155,-38861.1113230387
32,239,2148,3620,153223.817108155,-38866.1113230387
32,239,2148,3606,153223.817108155,-38880.1113230387
32,239,2147,3601,153222.817108155,-38885.1113230387
32,239,2146,3598,153221.817108155,-38888.1113230387
32,239,2145,3596,153220.817108155,-38890.1113230387
32,239,2135,3582,153210.817108155,-38904.1113230387
32,239,2123,3566,153198.817108155,-38920.1113230387
32,239,2116,3559,153191.817108155,-38927.1113230387
32,239,2114,3558,153189.817108155,-38928.1113230387
32,239,2111,3557,153186.817108155,-38929.1113230387
32,239,2106,3556,153181.817108155,-38930.1113230387
32,239,2090,3556,153165.817108155,-38930.1113230387
32,239,2085,3557,153160.817108155,-38929.1113230387
32,239,2077,3559,153152.817108155,-38927.1113230387
32,239,2074,3560,153149.817108155,-38926.1113230387
32,239,2072,3561,153147.817108155,-38925.1113230387
32,239,2067,3566,153142.817108155,-38920.1113230387
32,239,2066,3568,153141.817108155,-38918.1113230387
32,239,2060,3622,153135.817108155,-38864.1113230387
32,239,2060,3623,153135.817108155,-38863.1113230387
32,239,2062,3629,153137.817108155,-38857.1113230387
32,239,2066,3639,153141.817108155,-38847.1113230387
32,239,2067,3641,153142.817108155,-38845.1113230387
32,239,2073,3647,153148.817108155,-38839.1113230387
32,239,2075,3648,153150.817108155,-38838.1113230387
32,239,2080,3650,153155.817108155,-38836.1113230387
32,239,2083,3651,153158.817108155,-38835.1113230387
32,239,2096,3655,153171.817108155,-38831.1113230387
32,239,2108,3658,153183.817108155,-38828.1113230387
32,240,3583,3645,154658.817108155,-38841.1113230387
32,240,3660,3639,154735.817108155,-38847.1113230387
32,240,3660,3627,154735.817108155,-38859.1113230387
32,240,3659,3623,154734.817108155,-38863.1113230387
32,240,3655,3614,154730.817108155,-38872.1113230387
32,240,3653,3610,154728.817108155,-38876.1113230387
32,240,3652,3609,154727.817108155,-38877.1113230387
32,240,3617,3575,154692.817108155,-38911.1113230387
32,240,3603,3567,154678.817108155,-38919.1113230387
32,240,3601,3567,154676.817108155,-38919.1113230387
32,240,3595,3568,154670.817108155,-38918.1113230387
32,240,3556,3575,154631.817108155,-38911.1113230387
32,240,3543,3586,154618.817108155,-38900.1113230387
32,240,3541,3588,154616.817108155,-38898.1113230387
32,240,3539,3593,154614.817108155,-38893.1113230387
32,240,3538,3607,154613.817108155,-38879.1113230387
32,240,3538,3618,154613.817108155,-38868.1113230387
32,240,3540,3626,154615.817108155,-38860.1113230387
32,240,3541,3628,154616.817108155,-38858.1113230387
32,240,3542,3629,154617.817108155,-38857.1113230387
32,240,3551,3635,154626.817108155,-38851.1113230387
32,240,3553,3636,154628.817108155,-38850.1113230387
32,240,3556,3637,154631.817108155,-38849.1113230387
32,240,3581,3645,154656.817108155,-38841.1113230387
32,241,3490,3650,154565.817108155,-38836.1113230387
32,241,3520,3646,154595.817108155,-38840.1113230387
32,241,3525,3645,154600.817108155,-38841.1113230387
32,241,3528,3644,154603.817108155,-38842.1113230387
32,241,3530,3643,154605.817108155,-38843.1113230387
32,241,3535,3638,154610.817108155,-38848.1113230387
32,241,3540,3628,154615.817108155,-38858.1113230387
32,241,3540,3627,154615.817108155,-38859.1113230387
32,241,3538,3596,154613.817108155,-38890.1113230387
32,241,3537,3595,154612.817108155,-38891.1113230387
32,241,3525,3590,154600.817108155,-38896.1113230387
32,241,3507,3587,154582.817108155,-38899.1113230387
32,241,3499,3586,154574.817108155,-38900.1113230387
32,241,3470,3586,154545.817108155,-38900.1113230387
32,241,3458,3587,154533.817108155,-38899.1113230387
32,241,3446,3594,154521.817108155,-38892.1113230387
32,241,3432,3615,154507.817108155,-38871.1113230387
32,241,3432,3619,154507.817108155,-38867.1113230387
32,241,3433,3624,154508.817108155,-38862.1113230387
32,241,3434,3627,154509.817108155,-38859.1113230387
32,241,3437,3633,154512.817108155,-38853.1113230387
32,241,3443,3639,154518.817108155,-38847.1113230387
32,241,3448,3643,154523.817108155,-38843.1113230387
32,241,3450,3644,154525.817108155,-38842.1113230387
32,241,3453,3645,154528.817108155,-38841.1113230387
32,241,3458,3646,154533.817108155,-38840.1113230387
32,241,3469,3648,154544.817108155,-38838.1113230387
32,241,3481,3650,154556.817108155,-38836.1113230387
32,242,3020,3638,154095.817108155,-38848.1113230387
32,242,3032,3635,154107.817108155,-38851.1113230387
32,242,3035,3632,154110.817108155,-38854.1113230387
32,242,3042,3618,154117.817108155,-38868.1113230387
32,242,3042,3609,154117.817108155,-38877.1113230387
32,242,3038,3571,154113.817108155,-38915.1113230387
32,242,3036,3564,154111.817108155,-38922.1113230387
32,242,3022,3559,154097.817108155,-38927.1113230387
32,242,2974,3546,154049.817108155,-38940.1113230387
32,242,2966,3544,154041.817108155,-38942.1113230387
32,242,2962,3544,154037.817108155,-38942.1113230387
32,242,2959,3546,154034.817108155,-38940.1113230387
32,242,2949,3555,154024.817108155,-38931.1113230387
32,242,2943,3561,154018.817108155,-38925.1113230387
32,242,2940,3565,154015.817108155,-38921.1113230387
32,242,2938,3569,154013.817108155,-38917.1113230387
32,242,2938,3572,154013.817108155,-38914.1113230387
32,242,2940,3583,154015.817108155,-38903.1113230387
32,242,2953,3618,154028.817108155,-38868.1113230387
32,242,2965,3629,154040.817108155,-38857.1113230387
32,242,2967,3630,154042.817108155,-38856.1113230387
32,242,2989,3638,154064.817108155,-38848.1113230387
32,243,3244,3642,154319.817108155,-38844.1113230387
32,243,3249,3641,154324.817108155,-38845.1113230387
32,243,3252,3640,154327.817108155,-38846.1113230387
32,243,3270,3632,154345.817108155,-38854.1113230387
32,243,3272,3631,154347.817108155,-38855.1113230387
32,243,3272,3617,154347.817108155,-38869.1113230387
32,243,3247,3559,154322.817108155,-38927.1113230387
32,243,3238,3541,154313.817108155,-38945.1113230387
32,243,3232,3530,154307.817108155,-38956.1113230387
32,243,3231,3529,154306.817108155,-38957.1113230387
32,243,3227,3528,154302.817108155,-38958.1113230387
32,243,3224,3528,154299.817108155,-38958.1113230387
32,243,3171,3544,154246.817108155,-38942.1113230387
32,243,3165,3547,154240.817108155,-38939.1113230387
32,243,3159,3552,154234.817108155,-38934.1113230387
32,243,3158,3553,154233.817108155,-38933.1113230387
32,243,3157,3555,154232.817108155,-38931.1113230387
32,243,3155,3561,154230.817108155,-38925.1113230387
32,243,3152,3571,154227.817108155,-38915.1113230387
32,243,3152,3577,154227.817108155,-38909.1113230387
32,243,3153,3582,154228.817108155,-38904.1113230387
32,243,3154,3585,154229.817108155,-38901.1113230387
32,243,3155,3587,154230.817108155,-38899.1113230387
32,243,3157,3590,154232.817108155,-38896.1113230387
32,243,3173,3610,154248.817108155,-38876.1113230387
32,243,3183,3621,154258.817108155,-38865.1113230387
32,243,3191,3629,154266.817108155,-38857.1113230387
32,243,3203,3637,154278.817108155,-38849.1113230387
32,243,3205,3638,154280.817108155,-38848.1113230387
32,243,3208,3639,154283.817108155,-38847.1113230387
32,243,3213,3640,154288.817108155,-38846.1113230387
32,243,3231,3642,154306.817108155,-38844.1113230387
32,244,1056,3640,152131.817108155,-38846.1113230387
32,244,1061,3639,152136.817108155,-38847.1113230387
32,244,1079,3633,152154.817108155,-38853.1113230387
32,244,1080,3630,152155.817108155,-38856.1113230387
32,244,1080,3611,152155.817108155,-38875.1113230387
32,244,1079,3605,152154.817108155,-38881.1113230387
32,244,1069,3568,152144.817108155,-38918.1113230387
32,244,1058,3557,152133.817108155,-38929.1113230387
32,244,1052,3553,152127.817108155,-38933.1113230387
32,244,1050,3552,152125.817108155,-38934.1113230387
32,244,1047,3551,152122.817108155,-38935.1113230387
32,244,1042,3550,152117.817108155,-38936.1113230387
32,244,1039,3550,152114.817108155,-38936.1113230387
32,244,1037,3551,152112.817108155,-38935.1113230387
32,244,1020,3561,152095.817108155,-38925.1113230387
32,244,1015,3565,152090.817108155,-38921.1113230387
32,244,1007,3574,152082.817108155,-38912.1113230387
32,244,1004,3578,152079.817108155,-38908.1113230387
32,244,996,3589,152071.817108155,-38897.1113230387
32,244,996,3597,152071.817108155,-38889.1113230387
32,244,997,3602,152072.817108155,-38884.1113230387
32,244,998,3605,152073.817108155,-38881.1113230387
32,244,1001,3611,152076.817108155,-38875.1113230387
32,244,1003,3614,152078.817108155,-38872.1113230387
32,244,1009,3621,152084.817108155,-38865.1113230387
32,244,1015,3627,152090.817108155,-38859.1113230387
32,244,1021,3631,152096.817108155,-38855.1113230387
32,244,1031,3636,152106.817108155,-38850.1113230387
32,244,1040,3639,152115.817108155,-38847.1113230387
32,244,1045,3640,152120.817108155,-38846.1113230387
32,245,604,3630,151679.817108155,-38856.1113230387
32,245,624,3622,151699.817108155,-38864.1113230387
32,245,662,3595,151737.817108155,-38891.1113230387
32,245,664,3593,151739.817108155,-38893.1113230387
32,245,670,3581,151745.817108155,-38905.1113230387
32,245,671,3578,151746.817108155,-38908.1113230387
32,245,672,3573,151747.817108155,-38913.1113230387
32,245,672,3562,151747.817108155,-38924.1113230387
32,245,640,3508,151715.817108155,-38978.1113230387
32,245,637,3505,151712.817108155,-38981.1113230387
32,245,632,3504,151707.817108155,-38982.1113230387
32,245,627,3505,151702.817108155,-38981.1113230387
32,245,624,3506,151699.817108155,-38980.1113230387
32,245,618,3509,151693.817108155,-38977.1113230387
32,245,529,3567,151604.817108155,-38919.1113230387
32,245,526,3590,151601.817108155,-38896.1113230387
32,245,526,3593,151601.817108155,-38893.1113230387
32,245,535,3602,151610.817108155,-38884.1113230387
32,245,550,3614,151625.817108155,-38872.1113230387
32,245,558,3620,151633.817108155,-38866.1113230387
32,245,571,3628,151646.817108155,-38858.1113230387
32,245,573,3629,151648.817108155,-38857.1113230387
32,245,600,3630,151675.817108155,-38856.1113230387
32,246,2904,3628,153979.817108155,-38858.1113230387
32,246,2939,3623,154014.817108155,-38863.1113230387
32,246,2950,3619,154025.817108155,-38867.1113230387
32,246,2952,3618,154027.817108155,-38868.1113230387
32,246,2952,3615,154027.817108155,-38871.1113230387
32,246,2946,3596,154021.817108155,-38890.1113230387
32,246,2945,3593,154020.817108155,-38893.1113230387
32,246,2937,3570,154012.817108155,-38916.1113230387
32,246,2841,3518,153916.817108155,-38968.1113230387
32,246,2834,3518,153909.817108155,-38968.1113230387
32,246,2832,3519,153907.817108155,-38967.1113230387
32,246,2827,3524,153902.817108155,-38962.1113230387
32,246,2824,3530,153899.817108155,-38956.1113230387
32,246,2823,3533,153898.817108155,-38953.1113230387
32,246,2821,3541,153896.817108155,-38945.1113230387
32,246,2820,3546,153895.817108155,-38940.1113230387
32,246,2820,3557,153895.817108155,-38929.1113230387
32,246,2821,3562,153896.817108155,-38924.1113230387
32,246,2824,3571,153899.817108155,-38915.1113230387
32,246,2827,3577,153902.817108155,-38909.1113230387
32,246,2828,3578,153903.817108155,-38908.1113230387
32,246,2835,3584,153910.817108155,-38902.1113230387
32,246,2873,3616,153948.817108155,-38870.1113230387
32,246,2901,3628,153976.817108155,-38858.1113230387
32,247,3292,3636,154367.817108155,-38850.1113230387
32,247,3297,3635,154372.817108155,-38851.1113230387
32,247,3305,3633,154380.817108155,-38853.1113230387
32,247,3308,3632,154383.817108155,-38854.1113230387
32,247,3310,3631,154385.817108155,-38855.1113230387
32,247,3311,3629,154386.817108155,-38857.1113230387
32,247,3320,3607,154395.817108155,-38879.1113230387
32,247,3323,3594,154398.817108155,-38892.1113230387
32,247,3326,3575,154401.817108155,-38911.1113230387
32,247,3326,3571,154401.817108155,-38915.1113230387
32,247,3325,3567,154400.817108155,-38919.1113230387
32,247,3324,3564,154399.817108155,-38922.1113230387
32,247,3323,3562,154398.817108155,-38924.1113230387
32,247,3296,3530,154371.817108155,-38956.1113230387
32,247,3285,3520,154360.817108155,-38966.1113230387
32,247,3237,3520,154312.817108155,-38966.1113230387
32,247,3235,3522,154310.817108155,-38964.1113230387
32,247,3232,3528,154307.817108155,-38958.1113230387
32,247,3232,3529,154307.817108155,-38957.1113230387
32,247,3273,3631,154348.817108155,-38855.1113230387
32,247,3279,3634,154354.817108155,-38852.1113230387
32,247,3282,3635,154357.817108155,-38851.1113230387
32,247,3287,3636,154362.817108155,-38850.1113230387
32,248,3065,3629,154140.817108155,-38857.1113230387
32,248,3140,3601,154215.817108155,-38885.1113230387
32,248,3141,3599,154216.817108155,-38887.1113230387
32,248,3143,3591,154218.817108155,-38895.1113230387
32,248,3143,3580,154218.817108155,-38906.1113230387
32,248,3142,3579,154217.817108155,-38907.1113230387
32,248,3130,3571,154205.817108155,-38915.1113230387
32,248,3076,3537,154151.817108155,-38949.1113230387
32,248,3073,3537,154148.817108155,-38949.1113230387
32,248,3068,3540,154143.817108155,-38946.1113230387
32,248,3050,3551,154125.817108155,-38935.1113230387
32,248,3038,3563,154113.817108155,-38923.1113230387
32,248,3037,3565,154112.817108155,-38921.1113230387
32,248,3037,3567,154112.817108155,-38919.1113230387
32,248,3041,3602,154116.817108155,-38884.1113230387
32,248,3042,3608,154117.817108155,-38878.1113230387
32,248,3043,3613,154118.817108155,-38873.1113230387
32,248,3044,3615,154119.817108155,-38871.1113230387
32,248,3056,3625,154131.817108155,-38861.1113230387
32,248,3059,3627,154134.817108155,-38859.1113230387
32,248,3061,3628,154136.817108155,-38858.1113230387
32,248,3064,3629,154139.817108155,-38857.1113230387
32,249,355,3623,151430.817108155,-38863.1113230387
32,249,371,3613,151446.817108155,-38873.1113230387
32,249,412,3573,151487.817108155,-38913.1113230387
32,249,415,3570,151490.817108155,-38916.1113230387
32,249,418,3548,151493.817108155,-38938.1113230387
32,249,418,3540,151493.817108155,-38946.1113230387
32,249,416,3520,151491.817108155,-38966.1113230387
32,249,415,3516,151490.817108155,-38970.1113230387
32,249,395,3485,151470.817108155,-39001.1113230387
32,249,390,3479,151465.817108155,-39007.1113230387
32,249,385,3474,151460.817108155,-39012.1113230387
32,249,377,3473,151452.817108155,-39013.1113230387
32,249,370,3474,151445.817108155,-39012.1113230387
32,249,365,3475,151440.817108155,-39011.1113230387
32,249,319,3489,151394.817108155,-38997.1113230387
32,249,310,3492,151385.817108155,-38994.1113230387
32,249,308,3493,151383.817108155,-38993.1113230387
32,249,296,3501,151371.817108155,-38985.1113230387
32,249,285,3512,151360.817108155,-38974.1113230387
32,249,282,3518,151357.817108155,-38968.1113230387
32,249,274,3538,151349.817108155,-38948.1113230387
