"fov","cell_ID","Area","AspectRatio","CenterX_local_px","CenterY_local_px","CenterX_global_px","CenterY_global_px","Width","Height","Mean.PanCK","Max.PanCK","Mean.CD68","Max.CD68","Mean.MembraneStain_B2M","Max.MembraneStain_B2M","Mean.CD45","Max.CD45","Mean.DAPI","Max.DAPI"
32,646,9577,1.35,595,1028,151670.817108155,-41458.1113230387,131,97,63,1426,71,5368,1375,4824,195,6072,495,2571
32,647,7067,0.96,1861,1014,152936.817108155,-41472.1113230387,105,109,2909,17947,138,3839,912,6247,168,7496,2129,5767
32,648,4404,0.87,2068,1008,153143.817108155,-41478.1113230387,79,91,862,6048,101,5771,533,5619,119,7515,1648,3435
32,649,4823,1.58,2440,1013,153515.817108155,-41473.1113230387,114,72,2806,12183,110,735,637,3854,136,852,2017,3980
32,650,3371,1.61,2678,1016,153753.817108155,-41470.1113230387,87,54,2754,11621,136,1442,696,2854,138,2777,2553,5398
32,651,6796,1.56,2558,990,153633.817108155,-41496.1113230387,122,78,4000,16599,117,3430,778,4949,130,5521,1541,4118
32,652,4536,1.08,2745,992,153820.817108155,-41494.1113230387,83,77,4356,19331,156,2229,1027,3280,186,4978,1487,4737
32,653,6009,1.22,2101,962,153176.817108155,-41524.1113230387,104,85,3422,25791,68,452,1340,5128,95,867,1406,4364
32,654,7458,1.51,1972,960,153047.817108155,-41526.1113230387,128,85,3445,28487,68,6746,794,6880,100,13868,1319,3689
32,655,5896,1.51,2675,970,153750.817108155,-41516.1113230387,121,80,2638,26066,137,4225,671,4815,174,6203,1191,3136
32,656,3171,1.62,126,980,151201.817108155,-41506.1113230387,94,58,3900,12205,125,1259,2268,7165,78,1556,1378,4222
32,657,5263,1.53,2416,968,153491.817108155,-41518.1113230387,124,81,2662,13570,57,312,793,4614,62,657,1062,3320
32,658,6392,0.9,2178,958,153253.817108155,-41528.1113230387,95,105,2536,22016,67,4541,1109,5595,107,6998,1468,3707
32,659,5378,0.75,3874,962,154949.817108155,-41524.1113230387,73,97,128,1263,662,7264,1401,8980,134,1633,7,80
32,660,4300,1.6,1623,977,152698.817108155,-41509.1113230387,96,60,4098,15115,94,437,608,2256,109,1117,1975,4152
32,661,8702,1.12,2304,943,153379.817108155,-41543.1113230387,120,107,6388,39546,64,853,1199,7755,89,1344,1176,3993
32,662,8042,0.93,624,928,151699.817108155,-41558.1113230387,101,109,33,1650,188,6523,1067,7268,449,5268,1153,4158
32,663,2265,1.14,115,945,151190.817108155,-41541.1113230387,73,64,4608,17576,106,377,1719,5189,93,942,2554,4355
32,664,3277,0.75,31,926,151106.817108155,-41560.1113230387,64,85,3436,17580,82,521,3472,6957,66,863,658,3374
32,665,9018,1.31,2477,925,153552.817108155,-41561.1113230387,136,104,3206,19512,77,6480,896,6237,110,9400,802,2991
32,666,3547,0.94,91,928,151166.817108155,-41558.1113230387,84,89,2387,9012,62,348,1966,5319,66,586,1418,3383
32,667,4136,0.95,175,932,151250.817108155,-41554.1113230387,75,79,2203,12518,159,4714,1762,8583,194,6524,1370,3729
32,668,4921,1.18,2575,919,153650.817108155,-41567.1113230387,91,77,3095,14663,93,5118,964,4384,135,7351,1010,2751
32,669,6110,0.93,2013,913,153088.817108155,-41573.1113230387,94,101,5599,26145,79,5947,1095,6512,119,8158,1575,4359
32,670,6434,1.15,2790,922,153865.817108155,-41564.1113230387,105,91,2982,12935,100,805,1152,4966,141,1340,1673,4200
32,671,8297,1.37,1632,910,152707.817108155,-41576.1113230387,126,92,2992,23722,68,7157,491,5632,108,10304,594,2222
32,672,6923,0.98,3443,918,154518.817108155,-41568.1113230387,95,97,321,1426,98,5055,637,4799,68,8457,843,5103
32,673,2992,1.44,1523,929,152598.817108155,-41557.1113230387,78,54,4848,17750,58,331,1141,3291,81,693,627,1712
32,674,9759,1,1837,901,152912.817108155,-41585.1113230387,116,116,3746,20921,53,4574,1019,5717,78,7696,1078,3413
32,675,5637,1.02,2273,886,153348.817108155,-41600.1113230387,99,97,1238,7764,53,5856,713,4281,87,7297,1144,2663
32,676,7133,0.9,686,887,151761.817108155,-41599.1113230387,93,103,64,1001,645,9913,1348,5637,185,1969,682,2973
32,677,2928,0.74,2156,882,153231.817108155,-41604.1113230387,64,87,5074,18761,61,806,1122,3568,72,912,1233,3360
32,678,7629,0.93,1920,876,152995.817108155,-41610.1113230387,107,115,4073,22324,40,636,639,2783,55,1190,991,3019
32,679,3814,1.21,116,877,151191.817108155,-41609.1113230387,87,72,2706,9499,82,535,1742,8826,57,628,1417,3737
32,680,9273,1.1,2108,864,153183.817108155,-41622.1113230387,134,122,5014,36162,112,9048,1176,8602,142,12684,920,2837
32,681,6283,0.78,2207,866,153282.817108155,-41620.1113230387,84,108,3412,14574,47,374,1236,4584,73,853,1548,3772
32,682,9510,1.06,1501,854,152576.817108155,-41632.1113230387,118,111,3007,11966,76,6992,890,5952,115,7400,1191,3519
32,683,8013,1.01,2392,867,153467.817108155,-41619.1113230387,105,104,1784,16292,35,516,1062,3736,69,1144,1237,3735
32,684,8996,1.13,169,842,151244.817108155,-41644.1113230387,125,111,3106,16157,129,4910,2148,13183,124,5946,1056,4552
32,685,5261,1.41,2677,871,153752.817108155,-41615.1113230387,110,78,2489,18288,87,5014,868,4956,116,7570,1189,3019
32,686,5369,1.02,1969,844,153044.817108155,-41642.1113230387,96,94,2583,12445,31,381,567,1787,53,663,1031,2547
32,687,7429,1.13,2871,846,153946.817108155,-41640.1113230387,102,90,2006,17210,97,6238,990,6215,133,8674,1268,3321
32,688,8881,0.93,55,831,151130.817108155,-41655.1113230387,111,119,3883,17200,84,3557,1920,8006,72,4760,829,3311
32,689,6132,0.86,1590,847,152665.817108155,-41639.1113230387,90,105,8038,40045,105,6453,725,5710,140,7817,1583,4287
32,690,7542,0.95,1672,839,152747.817108155,-41647.1113230387,105,110,3194,16231,69,5036,900,7541,98,8038,542,2326
32,691,7412,1.26,2483,837,153558.817108155,-41649.1113230387,121,96,10469,42841,73,4480,1093,4348,95,6672,1317,3996
32,692,2014,0.8,2945,842,154020.817108155,-41644.1113230387,52,65,3238,19972,160,6115,920,5233,289,8838,1667,3782
32,693,7567,0.81,1783,823,152858.817108155,-41663.1113230387,92,114,2406,14075,51,5983,694,9035,79,8380,733,2697
32,694,6639,1.11,2052,823,153127.817108155,-41663.1113230387,108,97,1437,12404,45,4012,479,4185,82,6928,1153,2976
32,695,5695,1.07,1417,819,152492.817108155,-41667.1113230387,97,91,2453,9641,49,283,685,6817,60,527,1410,3820
32,696,7229,1.01,275,815,151350.817108155,-41671.1113230387,100,99,1208,9148,140,782,1324,4262,68,533,1287,5160
32,697,8137,1.12,2543,808,153618.817108155,-41678.1113230387,119,106,3257,35514,31,381,649,3810,59,836,875,2801
32,698,4835,2.25,2686,819,153761.817108155,-41667.1113230387,117,52,2723,16174,580,13684,1105,8366,82,1074,908,2614
32,699,6085,1.03,1870,805,152945.817108155,-41681.1113230387,99,96,3355,20693,36,1904,548,2233,73,2062,1365,3589
32,700,5514,0.96,3089,799,154164.817108155,-41687.1113230387,88,92,2581,12375,187,7000,671,4862,231,6776,1416,3219
32,701,3428,1.2,2974,800,154049.817108155,-41686.1113230387,79,66,2658,11308,91,413,1277,3470,133,1078,1310,3615
32,702,6770,0.83,386,763,151461.817108155,-41723.1113230387,93,112,167,3652,334,6407,2053,9292,394,8642,1915,5500
32,703,7329,1.31,1627,775,152702.817108155,-41711.1113230387,115,88,4332,20443,74,5657,690,5395,110,6413,1308,3421
32,704,7720,0.62,56,730,151131.817108155,-41756.1113230387,105,169,2622,11074,114,6353,1858,7397,129,9602,1616,3989
32,705,3412,1.56,2896,786,153971.817108155,-41700.1113230387,95,61,2833,17088,67,436,2184,7154,89,982,721,1641
32,706,7629,1.24,1366,764,152441.817108155,-41722.1113230387,124,100,2591,11564,45,3996,2709,19181,78,6718,1392,3631
32,707,5438,1.18,2394,777,153469.817108155,-41709.1113230387,91,77,1201,10772,55,8103,372,7772,127,12953,977,2812
32,708,4840,0.57,122,749,151197.817108155,-41737.1113230387,75,131,3037,19814,116,6575,940,8591,136,8140,1361,2942
32,709,7974,1.28,2684,754,153759.817108155,-41732.1113230387,119,93,3994,22186,81,612,1661,4722,92,1276,1303,3348
32,710,10357,0.93,1971,745,153046.817108155,-41741.1113230387,112,120,3342,16384,62,5216,1099,5453,92,7794,889,3102
32,711,10030,1.05,2289,751,153364.817108155,-41735.1113230387,125,119,2529,18904,35,5754,702,5456,52,8007,406,2135
32,712,3559,0.88,3030,766,154105.817108155,-41720.1113230387,68,77,3572,25001,89,422,1103,3714,126,1158,1929,3648
32,713,4322,1.3,215,768,151290.817108155,-41718.1113230387,90,69,3205,23629,131,3316,1606,5445,178,5745,1443,4062
32,714,7502,0.94,2131,756,153206.817108155,-41730.1113230387,96,102,2432,17250,78,6333,797,6223,121,8540,599,2302
32,715,4205,0.93,1896,758,152971.817108155,-41728.1113230387,81,87,3304,22048,69,5240,1017,4309,110,7051,561,1911
32,716,7064,0.98,2227,746,153302.817108155,-41740.1113230387,115,117,3569,23110,55,359,1124,3374,74,1247,772,2894
32,717,7056,1.31,2870,753,153945.817108155,-41733.1113230387,123,94,3601,17614,29,361,1588,9586,49,582,757,2853
32,718,6222,0.8,2063,733,153138.817108155,-41753.1113230387,84,105,2870,21990,110,7216,1056,5805,165,9551,926,2710
32,719,4482,1.09,2448,754,153523.817108155,-41732.1113230387,89,82,3986,13824,65,6949,870,6374,132,8264,1382,3151
32,720,10915,0.95,1731,729,152806.817108155,-41757.1113230387,117,123,1365,9771,44,4478,377,5534,66,6658,1530,3671
32,721,7983,1.35,2576,738,153651.817108155,-41748.1113230387,132,98,2761,18908,65,4822,894,5184,115,9356,612,1883
32,722,4428,1.49,3243,750,154318.817108155,-41736.1113230387,110,74,2762,10506,141,465,538,2428,92,936,1746,3768
32,723,6527,0.73,3772,733,154847.817108155,-41753.1113230387,78,107,389,1421,786,14190,632,5183,234,2695,1020,4451
32,724,5522,1.47,2982,735,154057.817108155,-41751.1113230387,112,76,4765,22015,73,5992,1430,7040,109,8444,1307,3586
32,725,3825,0.55,107,714,151182.817108155,-41772.1113230387,59,108,3704,10120,101,562,1375,4072,101,534,1841,4082
32,726,6077,1.36,199,724,151274.817108155,-41762.1113230387,118,87,2075,9041,98,4185,1119,9736,145,7667,1664,3569
32,727,5737,1.52,1286,737,152361.817108155,-41749.1113230387,114,75,2426,11187,126,6884,658,5467,99,8712,798,2206
32,728,7134,0.98,1824,721,152899.817108155,-41765.1113230387,98,100,1946,17950,56,4165,893,11220,73,5872,1020,2698
32,729,5045,0.51,4227,720,155302.817108155,-41766.1113230387,56,109,4195,20551,81,501,921,3791,56,648,212,1402
32,730,4045,1.05,3084,733,154159.817108155,-41753.1113230387,81,77,4732,17914,97,568,1087,2722,137,763,1657,3774
32,731,9395,1.52,2768,722,153843.817108155,-41764.1113230387,147,97,4052,22462,111,7141,1251,6542,177,8689,745,2608
32,732,8975,1.26,1634,702,152709.817108155,-41784.1113230387,126,100,3447,42413,59,5074,599,5208,83,8084,960,2634
32,733,5752,1.96,2386,708,153461.817108155,-41778.1113230387,131,67,2258,11026,36,537,656,3300,61,1209,797,2702
32,734,7505,1.07,2503,703,153578.817108155,-41783.1113230387,116,108,5534,31963,71,7606,1011,8800,116,12352,1460,3621
32,735,2615,1.12,2177,698,153252.817108155,-41788.1113230387,73,65,4381,18712,73,4733,1040,5331,125,6930,466,1805
32,736,5066,1.15,1898,688,152973.817108155,-41798.1113230387,90,78,2565,13784,35,517,858,3267,47,877,613,1987
32,737,10137,1.43,1501,683,152576.817108155,-41803.1113230387,147,103,1814,10646,47,4719,1285,13193,99,9270,487,2199
32,738,8606,1.07,3125,679,154200.817108155,-41807.1113230387,118,110,5233,34657,113,6209,830,4613,150,6993,1112,3931
32,739,3125,0.69,27,676,151102.817108155,-41810.1113230387,56,81,1725,15417,60,518,1740,6999,76,967,1438,3335
32,740,5677,1.11,2873,676,153948.817108155,-41810.1113230387,90,81,5495,32177,110,7147,1003,6079,186,9532,1339,3153
32,741,6823,1.85,2977,683,154052.817108155,-41803.1113230387,135,73,3210,26774,74,4941,1047,5066,118,7876,1224,3248
32,742,5080,1.65,1282,673,152357.817108155,-41813.1113230387,112,68,2151,11946,98,1205,893,7448,49,655,1445,3356
32,743,10310,1.16,2107,650,153182.817108155,-41836.1113230387,138,119,2362,13188,48,6759,589,5842,81,9053,1090,3193
32,744,7152,1.41,2652,678,153727.817108155,-41808.1113230387,116,82,7490,33503,118,5506,964,5998,175,7976,1444,3976
32,745,5527,0.85,3199,662,154274.817108155,-41824.1113230387,90,106,4015,13522,82,604,558,1866,89,1014,1444,3619
32,746,10964,0.72,292,636,151367.817108155,-41850.1113230387,113,158,924,4497,131,2714,1545,8855,105,4966,1095,4304
32,747,5469,1.23,2412,656,153487.817108155,-41830.1113230387,101,82,1865,10921,41,6096,531,5548,83,8177,1121,2800
32,748,4140,1.09,1077,648,152152.817108155,-41838.1113230387,93,85,2282,15520,142,6033,751,5514,194,8042,1659,3920
32,749,8385,1.32,179,640,151254.817108155,-41846.1113230387,124,94,4296,25622,124,7344,2802,13996,139,9716,1343,3800
32,750,9050,1.05,1986,639,153061.817108155,-41847.1113230387,114,109,2710,13976,32,3657,394,4468,57,7124,813,2498
32,751,8364,1.39,2774,638,153849.817108155,-41848.1113230387,136,98,3546,20676,60,5225,801,8735,87,8593,1530,3659
32,752,8820,0.97,2544,637,153619.817108155,-41849.1113230387,110,113,1586,10187,36,787,500,3364,40,900,976,3026
32,753,8425,1.07,1125,636,152200.817108155,-41850.1113230387,122,114,3448,20451,93,3465,890,5704,96,5174,639,2471
32,754,9212,1.03,2342,627,153417.817108155,-41859.1113230387,118,115,3888,15781,52,4569,853,5813,89,5996,1048,3962
32,755,13492,1.27,1566,620,152641.817108155,-41866.1113230387,169,133,4397,22250,68,2916,1129,4614,96,6044,1419,4874
32,756,5678,1.97,1803,649,152878.817108155,-41837.1113230387,126,64,4267,25419,72,5796,2009,15269,102,7336,1428,3424
32,757,7274,1.08,1241,635,152316.817108155,-41851.1113230387,116,107,2144,9772,78,5042,1380,10519,110,6970,1505,3895
32,758,2753,1.29,64,634,151139.817108155,-41852.1113230387,85,66,2215,9176,97,4016,1093,5156,140,5260,903,2467
32,759,8189,1.13,1357,632,152432.817108155,-41854.1113230387,115,102,1137,7672,31,533,784,9405,47,1564,665,2493
32,760,7891,1.42,2191,622,153266.817108155,-41864.1113230387,132,93,2690,25447,77,5653,800,5429,127,8155,655,2257
32,761,4691,1.86,2965,621,154040.817108155,-41865.1113230387,132,71,3848,29571,62,539,1400,6074,73,743,818,3180
32,762,10069,0.92,3958,613,155033.817108155,-41873.1113230387,109,118,359,1754,663,5621,1649,10777,86,963,794,3732
32,763,4834,1.79,2659,622,153734.817108155,-41864.1113230387,136,76,2929,12729,100,6725,1034,9461,151,8931,1419,3010
32,764,6984,0.72,2621,588,153696.817108155,-41898.1113230387,94,130,5593,41141,86,4204,966,5068,120,5450,1224,3994
32,765,7657,0.96,1902,599,152977.817108155,-41887.1113230387,102,106,2015,13130,56,1218,1504,5960,85,1628,1251,3178
32,766,9781,0.87,1728,599,152803.817108155,-41887.1113230387,110,127,1579,12716,27,5437,588,5562,61,8711,772,2582
32,767,5805,0.77,3238,605,154313.817108155,-41881.1113230387,79,102,2183,12966,88,428,722,8653,130,1591,962,3279
32,768,2954,1.06,3342,616,154417.817108155,-41870.1113230387,84,79,1395,9811,143,634,441,1844,169,952,2339,4694
32,769,5885,0.87,42,594,151117.817108155,-41892.1113230387,85,98,2203,9536,68,4347,832,4244,106,6089,1209,3254
32,770,5677,0.99,2915,591,153990.817108155,-41895.1113230387,99,100,2415,19057,41,4046,664,8465,61,7107,571,1824
32,771,10198,0.96,178,570,151253.817108155,-41916.1113230387,136,141,2892,19656,104,4011,1853,15731,112,5803,1339,3577
32,772,9861,0.82,998,589,152073.817108155,-41897.1113230387,101,123,2210,15105,109,3956,1490,9832,127,8446,1046,3691
32,773,10522,0.78,3029,575,154104.817108155,-41911.1113230387,111,143,4881,29170,109,6556,1303,7551,173,9489,673,3149
32,774,11194,0.83,4185,576,155260.817108155,-41910.1113230387,123,149,348,2283,537,4871,806,9113,100,7204,557,3357
32,775,3757,0.81,3312,601,154387.817108155,-41885.1113230387,74,91,2553,11434,158,604,631,2150,125,548,1492,3503
32,776,7369,0.83,1268,576,152343.817108155,-41910.1113230387,98,118,4738,21468,57,481,5688,28341,100,1389,1137,3844
32,777,7097,0.82,2842,584,153917.817108155,-41902.1113230387,93,113,2933,17177,94,7828,828,5861,144,7946,790,2378
32,778,8783,1.15,3150,587,154225.817108155,-41899.1113230387,114,99,2933,16206,63,485,970,4156,102,1440,748,2756
32,779,6621,1,1822,575,152897.817108155,-41911.1113230387,92,92,4526,32446,43,558,766,12470,59,827,1089,2865
32,780,10460,0.68,2276,561,153351.817108155,-41925.1113230387,100,147,2840,16452,59,5893,1587,11929,93,7244,817,3384
32,781,10845,1.1,2729,565,153804.817108155,-41921.1113230387,135,123,1788,16013,61,5322,913,9601,112,9896,859,2884
32,782,4766,1.06,2432,591,153507.817108155,-41895.1113230387,84,79,2886,17263,64,5749,801,4957,121,7745,217,1463
32,783,12218,0.6,121,533,151196.817108155,-41953.1113230387,107,178,2278,8460,83,5847,1396,7383,89,8241,768,3253
32,784,6044,1.04,1632,574,152707.817108155,-41912.1113230387,96,92,574,8690,11,221,266,2901,29,1091,1199,2915
32,785,5362,1.12,2124,568,153199.817108155,-41918.1113230387,93,83,5369,32216,67,4165,892,5072,101,8031,1072,2547
32,786,10022,0.96,2019,556,153094.817108155,-41930.1113230387,124,129,5912,27341,60,645,960,4199,86,1246,1021,3196
32,787,4860,0.98,1342,558,152417.817108155,-41928.1113230387,81,83,2077,15446,15,541,665,4358,32,670,862,2708
32,788,8076,1.24,1445,563,152520.817108155,-41923.1113230387,119,96,3603,18870,217,4830,769,4869,82,7335,819,2930
32,789,3531,1.27,1095,565,152170.817108155,-41921.1113230387,76,60,1902,11652,25,1010,382,2068,47,2250,600,1767
32,790,8049,0.64,1182,529,152257.817108155,-41957.1113230387,97,151,1780,14236,53,5559,726,4765,88,7258,796,3163
32,791,5110,0.95,2195,541,153270.817108155,-41945.1113230387,79,83,2700,16824,55,5362,571,5894,90,7426,732,1894
32,792,2808,0.88,3370,556,154445.817108155,-41930.1113230387,63,72,1678,7451,142,844,365,1544,151,1700,1602,3022
32,793,3431,1.01,1927,547,153002.817108155,-41939.1113230387,72,71,1838,11200,68,6467,481,7422,114,11445,605,1883
32,794,9974,1.23,2538,533,153613.817108155,-41953.1113230387,130,106,4918,25049,46,5928,764,5607,73,6590,559,2599
32,795,9331,0.93,2958,525,154033.817108155,-41961.1113230387,113,122,5558,30384,83,4375,3133,19102,140,6281,1301,3390
32,796,6068,1.08,3291,536,154366.817108155,-41950.1113230387,99,92,2334,14400,135,7554,611,4820,191,9368,973,2560
32,797,6058,0.73,38,513,151113.817108155,-41973.1113230387,78,107,3259,16880,52,4620,882,6071,63,5981,597,2089
32,798,7748,1.23,1700,518,152775.817108155,-41968.1113230387,113,92,422,9624,17,5945,169,4235,43,8984,1132,2960
32,799,5122,1.33,2421,525,153496.817108155,-41961.1113230387,96,72,1643,20114,49,2148,385,2524,97,5047,496,2150
32,800,8681,1,2112,494,153187.817108155,-41992.1113230387,113,113,1905,16309,31,6085,636,4652,56,7356,1041,3258
32,801,6598,0.88,3166,492,154241.817108155,-41994.1113230387,89,101,4360,23353,49,411,824,3375,98,1364,1212,3112
32,802,9948,1.08,1119,497,152194.817108155,-41989.1113230387,121,112,1284,13142,31,5790,356,4208,60,6024,1078,2994
32,803,6261,0.68,916,480,151991.817108155,-42006.1113230387,82,120,1287,10963,113,2945,558,4391,171,6500,1644,4425
32,804,4954,0.86,1481,501,152556.817108155,-41985.1113230387,78,91,5909,32345,227,6616,861,5160,107,6885,428,1577
32,805,5661,1.08,1864,503,152939.817108155,-41983.1113230387,94,87,4645,24426,34,411,544,4230,48,766,707,2461
32,806,5660,1.07,1600,495,152675.817108155,-41991.1113230387,93,87,832,7274,51,5551,414,5272,113,7870,1302,3640
32,807,7170,0.83,2762,478,153837.817108155,-42008.1113230387,89,107,1656,10927,44,7281,606,4917,87,7573,1139,3191
32,808,4950,0.97,1281,483,152356.817108155,-42003.1113230387,86,89,1555,9738,43,6203,790,5885,80,8384,430,1430
32,809,4253,0.82,3361,480,154436.817108155,-42006.1113230387,69,84,2301,18372,127,409,662,2524,136,715,1839,3926
32,810,4799,0.52,965,472,152040.817108155,-42014.1113230387,61,118,3532,13340,110,6489,1334,6766,174,9246,1587,4378
32,811,7788,0.87,1347,473,152422.817108155,-42013.1113230387,96,110,2423,24236,34,5833,630,5452,77,9347,891,2801
32,812,10512,0.88,1017,461,152092.817108155,-42025.1113230387,115,131,2499,14147,56,6073,697,5154,94,8173,428,1772
32,813,7450,0.89,1921,463,152996.817108155,-42023.1113230387,96,108,3662,15693,49,6005,807,6041,75,9029,1347,3811
32,814,5755,0.92,2845,473,153920.817108155,-42013.1113230387,87,95,6791,28375,65,3921,1498,7527,116,9821,379,1765
32,815,12113,1.04,3260,449,154335.817108155,-42037.1113230387,134,129,4955,24313,102,4229,1322,6670,132,6481,879,4110
32,816,8270,0.96,2436,450,153511.817108155,-42036.1113230387,108,113,2461,10455,91,6059,771,5477,157,7848,1146,3268
32,817,8161,0.95,2690,459,153765.817108155,-42027.1113230387,106,111,2444,22711,26,331,494,2246,47,2181,1074,3215
32,818,6383,1.22,310,470,151385.817108155,-42016.1113230387,104,85,1269,4845,267,1690,1164,3987,150,1845,1081,3583
32,819,3990,1.16,70,453,151145.817108155,-42033.1113230387,94,81,3017,11738,62,485,1614,6121,80,849,1129,2890
32,820,7948,0.94,2003,440,153078.817108155,-42046.1113230387,103,109,5906,25134,81,7508,1394,6648,118,8242,1172,3491
32,821,7952,1.18,2189,452,153264.817108155,-42034.1113230387,116,98,2637,15249,78,10202,1020,9334,114,13605,410,1430
32,822,6829,1.09,3094,448,154169.817108155,-42038.1113230387,108,99,4439,20900,83,7158,1109,5685,143,9635,1323,3535
32,823,5823,1.1,1571,444,152646.817108155,-42042.1113230387,107,97,4025,57124,28,686,1258,6579,60,708,1279,3416
32,824,6654,1.5,1451,432,152526.817108155,-42054.1113230387,132,88,2261,19031,57,6148,792,5334,100,9388,935,2422
32,825,9122,1.04,2987,431,154062.817108155,-42055.1113230387,112,108,3399,12523,90,5938,971,7192,139,8960,1062,3474
32,826,10848,0.84,1226,419,152301.817108155,-42067.1113230387,113,135,2671,19493,49,5348,804,5687,85,7148,762,2762
32,827,9939,1.06,2350,427,153425.817108155,-42059.1113230387,122,115,2493,13760,59,5596,706,5544,80,7420,880,3373
32,828,6037,1.03,1681,433,152756.817108155,-42053.1113230387,95,92,1362,9908,25,4519,403,4202,48,6115,967,2970
32,829,6720,1.32,2869,418,153944.817108155,-42068.1113230387,111,84,3115,17925,73,7814,173,5288,127,8030,1135,3066
32,830,3749,0.76,89,408,151164.817108155,-42078.1113230387,68,89,2074,14120,40,259,1619,5060,52,578,1002,2793
32,831,3546,0.92,3351,408,154426.817108155,-42078.1113230387,72,78,4785,19543,131,392,648,2231,175,904,1879,4287
32,832,5495,0.64,34,407,151109.817108155,-42079.1113230387,69,107,1487,7311,53,515,1195,7012,67,592,1207,3078
32,833,6898,1.07,2570,407,153645.817108155,-42079.1113230387,97,91,817,7439,12,1864,298,2282,33,1935,708,2765
32,834,5937,0.98,3128,396,154203.817108155,-42090.1113230387,102,104,1846,16416,73,7031,768,4583,115,7047,995,2768
32,835,5600,0.93,1476,384,152551.817108155,-42102.1113230387,97,104,1532,10041,33,3245,605,2911,48,5742,1274,2916
32,836,9707,0.98,1128,384,152203.817108155,-42102.1113230387,114,116,3012,18044,35,4331,318,3682,61,6730,916,2839
32,837,4000,0.84,1546,399,152621.817108155,-42087.1113230387,77,92,1412,6640,69,5448,476,5242,148,9928,700,2287
32,838,8016,1.16,257,384,151332.817108155,-42102.1113230387,122,105,1660,8850,103,467,894,4569,116,673,1458,3527
32,839,5953,1.23,1640,395,152715.817108155,-42091.1113230387,113,92,1654,11313,39,5578,389,4909,74,7149,697,1835
32,840,5502,0.99,927,377,152002.817108155,-42109.1113230387,94,95,3490,14462,75,3707,1460,7830,113,6120,789,2954
32,841,7533,0.99,2237,372,153312.817108155,-42114.1113230387,110,111,5935,21345,50,668,1281,4908,64,884,1150,3276
32,842,9866,1.23,2484,369,153559.817108155,-42117.1113230387,141,115,3787,15665,55,5845,631,6012,92,10099,459,1908
32,843,6896,1.31,1954,377,153029.817108155,-42109.1113230387,113,86,3583,13871,31,404,1229,5681,57,1065,301,1675
32,844,7426,0.88,3286,358,154361.817108155,-42128.1113230387,101,115,2206,17687,80,6488,872,6297,97,7173,641,2578
32,845,7448,0.78,3055,353,154130.817108155,-42133.1113230387,104,133,2902,20865,55,6609,475,4404,78,7940,1118,3411
32,846,7302,0.95,1767,364,152842.817108155,-42122.1113230387,101,106,1660,15369,29,6251,368,5078,53,7123,1148,3438
32,847,9908,1.08,2673,353,153748.817108155,-42133.1113230387,128,119,1802,17792,52,6088,554,5111,106,7725,817,2763
32,848,6138,0.95,3183,363,154258.817108155,-42123.1113230387,95,100,3817,34479,63,6754,439,4877,98,6958,925,2730
32,849,6517,1.15,157,357,151232.817108155,-42129.1113230387,99,86,705,5357,60,3116,566,2544,78,4434,1024,3172
32,850,5726,1,1852,370,152927.817108155,-42116.1113230387,85,85,1608,8766,10,375,206,1996,29,747,491,1966
32,851,7675,0.91,2157,354,153232.817108155,-42132.1113230387,100,110,3905,15823,46,593,1744,7225,63,1352,1055,3186
32,852,9726,1.58,2853,343,153928.817108155,-42143.1113230387,167,106,2415,14853,62,11207,359,7451,107,13498,719,2878
32,853,6461,0.94,1440,337,152515.817108155,-42149.1113230387,96,102,3501,19578,51,4240,619,4705,84,7562,1306,3297
32,854,7763,0.98,1343,334,152418.817108155,-42152.1113230387,103,105,4236,23871,55,4550,1242,5904,87,7995,953,2934
32,855,5159,0.98,1564,335,152639.817108155,-42151.1113230387,88,90,4362,19693,15,237,205,1846,28,710,815,2303
32,856,4815,1.07,3371,340,154446.817108155,-42146.1113230387,88,82,1846,11357,123,572,561,3890,140,1493,1553,3153
32,857,4743,1.15,252,329,151327.817108155,-42157.1113230387,90,78,1818,5629,73,1767,1234,3858,93,2761,1255,2872
32,858,7837,0.83,1704,313,152779.817108155,-42173.1113230387,110,133,2057,11686,41,6303,561,4649,73,8451,807,2534
32,859,3573,0.96,2726,337,153801.817108155,-42149.1113230387,86,90,10214,55518,77,5839,481,4951,95,7666,1265,2795
32,860,7923,1.09,2987,328,154062.817108155,-42158.1113230387,108,99,3811,42560,26,544,508,3373,44,802,566,1901
32,861,5107,0.85,1647,327,152722.817108155,-42159.1113230387,84,99,5138,24977,25,590,762,2767,58,1019,668,2065
32,862,7773,1,2443,318,153518.817108155,-42168.1113230387,116,116,2594,10585,41,5997,446,4890,66,8647,715,2300
32,863,7321,1.1,2753,312,153828.817108155,-42174.1113230387,119,108,8266,47804,47,492,502,2527,49,749,591,2711
32,864,7256,0.94,45,309,151120.817108155,-42177.1113230387,91,97,1106,7236,70,7156,549,6784,103,10110,759,2142
32,865,7068,1.01,1098,312,152173.817108155,-42174.1113230387,101,100,380,5322,20,1184,147,3754,49,3740,998,2574
32,866,9442,0.88,2024,305,153099.817108155,-42181.1113230387,105,119,3019,18307,40,5206,1050,5994,59,5900,903,2675
32,867,8133,0.97,2251,302,153326.817108155,-42184.1113230387,107,110,4551,20043,50,461,1091,3625,61,919,638,2526
