cell_id	label	lab_color
f344_c1	dropped	grey30
f344_c10	dropped	grey30
f344_c100	Tfh	#134502
f344_c1000	dropped	grey30
f344_c1001	dropped	grey30
f344_c1002	dropped	grey30
f344_c1003	dropped	grey30
f344_c1004	dropped	grey30
f344_c1005	dropped	grey30
f344_c1006	dropped	grey30
f344_c1007	dropped	grey30
f344_c1008	dropped	grey30
f344_c1009	dropped	grey30
f344_c101	dropped	grey30
f344_c1010	dropped	grey30
f344_c1011	dropped	grey30
f344_c1012	Proliferating.B.Cell	orchid
f344_c1013	dropped	grey30
f344_c1014	dropped	grey30
f344_c1015	dropped	grey30
f344_c1016	Proliferating.B.Cell	orchid
f344_c1017	dropped	grey30
f344_c1018	dropped	grey30
f344_c1019	Mesenchymal	lightgoldenrod1
f344_c102	dropped	grey30
f344_c1020	dropped	grey30
f344_c1021	dropped	grey30
f344_c1022	dropped	grey30
f344_c1023	Macrophages.2	dodgerblue4
f344_c1024	dropped	grey30
f344_c1025	dropped	grey30
f344_c1026	dropped	grey30
f344_c1027	dropped	grey30
f344_c1028	dropped	grey30
f344_c1029	dropped	grey30
f344_c103	dropped	grey30
f344_c1030	dropped	grey30
f344_c1031	dropped	grey30
f344_c1032	dropped	grey30
f344_c1033	dropped	grey30
f344_c1034	dropped	grey30
f344_c1035	dropped	grey30
f344_c1036	dropped	grey30
f344_c1037	dropped	grey30
f344_c1038	dropped	grey30
f344_c1039	dropped	grey30
f344_c104	dropped	grey30
f344_c1040	dropped	grey30
f344_c1041	dropped	grey30
f344_c1042	dropped	grey30
f344_c1043	dropped	grey30
f344_c1044	dropped	grey30
f344_c1045	dropped	grey30
f344_c1046	dropped	grey30
f344_c1047	dropped	grey30
f344_c1048	dropped	grey30
f344_c1049	dropped	grey30
f344_c105	dropped	grey30
f344_c1050	dropped	grey30
f344_c1051	Macrophages.2	dodgerblue4
f344_c1052	dropped	grey30
f344_c1053	dropped	grey30
f344_c1054	dropped	grey30
f344_c1055	dropped	grey30
f344_c1056	dropped	grey30
f344_c1057	dropped	grey30
f344_c1058	dropped	grey30
f344_c1059	dropped	grey30
f344_c106	dropped	grey30
f344_c1060	dropped	grey30
f344_c1061	NK	darkolivegreen1
f344_c1062	dropped	grey30
f344_c1063	Proliferating.B.Cell	orchid
f344_c1064	dropped	grey30
f344_c1065	dropped	grey30
f344_c1066	Proliferating.B.Cell	orchid
f344_c1067	Mesenchymal	lightgoldenrod1
f344_c1068	dropped	grey30
f344_c1069	dropped	grey30
f344_c107	dropped	grey30
f344_c1070	dropped	grey30
f344_c1071	dropped	grey30
f344_c1072	Proliferating.B.Cell	orchid
f344_c1073	dropped	grey30
f344_c1074	dropped	grey30
f344_c1075	NK	darkolivegreen1
f344_c1076	dropped	grey30
f344_c1077	dropped	grey30
f344_c1078	dropped	grey30
f344_c1079	dropped	grey30
f344_c108	Proliferating.B.Cell	orchid
f344_c1080	dropped	grey30
f344_c1081	dropped	grey30
f344_c1082	Proliferating.B.Cell	orchid
f344_c1083	dropped	grey30
f344_c1084	dropped	grey30
f344_c1085	dropped	grey30
f344_c1086	dropped	grey30
f344_c1087	dropped	grey30
f344_c1088	dropped	grey30
f344_c1089	dropped	grey30
f344_c109	dropped	grey30
f344_c1090	dropped	grey30
f344_c1091	dropped	grey30
f344_c1092	Proliferating.B.Cell	orchid
f344_c1093	dropped	grey30
f344_c1094	dropped	grey30
f344_c1095	dropped	grey30
f344_c1096	dropped	grey30
f344_c1097	dropped	grey30
f344_c1098	dropped	grey30
f344_c1099	dropped	grey30
f344_c11	dropped	grey30
f344_c110	Proliferating.B.Cell	orchid
f344_c1100	dropped	grey30
f344_c1101	dropped	grey30
f344_c1102	dropped	grey30
f344_c1103	dropped	grey30
f344_c1104	dropped	grey30
f344_c1105	dropped	grey30
f344_c1106	dropped	grey30
f344_c1107	dropped	grey30
f344_c1108	dropped	grey30
f344_c1109	dropped	grey30
f344_c111	Tfh	#134502
f344_c1110	dropped	grey30
f344_c1111	dropped	grey30
f344_c1112	dropped	grey30
f344_c1113	dropped	grey30
f344_c1114	dropped	grey30
f344_c1115	dropped	grey30
f344_c1116	dropped	grey30
f344_c1117	dropped	grey30
f344_c1118	dropped	grey30
f344_c1119	dropped	grey30
f344_c112	dropped	grey30
f344_c1120	dropped	grey30
f344_c1121	dropped	grey30
f344_c1122	dropped	grey30
f344_c1123	dropped	grey30
f344_c1124	dropped	grey30
f344_c1125	Mesenchymal	lightgoldenrod1
f344_c1126	Mesenchymal	lightgoldenrod1
f344_c1127	dropped	grey30
f344_c1128	dropped	grey30
f344_c1129	dropped	grey30
f344_c113	dropped	grey30
f344_c1130	dropped	grey30
f344_c1131	dropped	grey30
f344_c1132	dropped	grey30
f344_c1133	dropped	grey30
f344_c1134	dropped	grey30
f344_c1135	dropped	grey30
f344_c1136	dropped	grey30
f344_c1137	dropped	grey30
f344_c1138	dropped	grey30
f344_c1139	dropped	grey30
f344_c114	Proliferating.B.Cell	orchid
f344_c1140	dropped	grey30
f344_c1141	dropped	grey30
f344_c1142	dropped	grey30
f344_c1143	dropped	grey30
f344_c1144	dropped	grey30
f344_c1145	Mesenchymal	lightgoldenrod1
f344_c1146	dropped	grey30
f344_c1147	dropped	grey30
f344_c1148	dropped	grey30
f344_c1149	dropped	grey30
f344_c115	dropped	grey30
f344_c1150	dropped	grey30
f344_c1151	dropped	grey30
f344_c1152	dropped	grey30
f344_c1153	dropped	grey30
f344_c1154	dropped	grey30
f344_c1155	dropped	grey30
f344_c1156	dropped	grey30
f344_c1157	Proliferating.B.Cell	orchid
f344_c1158	dropped	grey30
f344_c1159	dropped	grey30
f344_c116	dropped	grey30
f344_c1160	dropped	grey30
f344_c1161	dropped	grey30
f344_c1162	dropped	grey30
f344_c1163	dropped	grey30
f344_c1164	dropped	grey30
f344_c1165	dropped	grey30
f344_c1166	dropped	grey30
f344_c1167	NK	darkolivegreen1
f344_c1168	dropped	grey30
f344_c1169	dropped	grey30
f344_c117	dropped	grey30
f344_c1170	dropped	grey30
f344_c1171	dropped	grey30
f344_c1172	Mesenchymal	lightgoldenrod1
f344_c1173	dropped	grey30
f344_c1174	dropped	grey30
f344_c1175	dropped	grey30
f344_c1176	dropped	grey30
f344_c1177	dropped	grey30
f344_c1178	dropped	grey30
f344_c1179	dropped	grey30
f344_c118	dropped	grey30
f344_c1180	dropped	grey30
f344_c1181	dropped	grey30
f344_c1182	dropped	grey30
f344_c1183	dropped	grey30
f344_c1184	dropped	grey30
f344_c1185	dropped	grey30
f344_c1186	dropped	grey30
f344_c1187	dropped	grey30
f344_c1188	dropped	grey30
f344_c1189	dropped	grey30
f344_c119	dropped	grey30
f344_c1190	dropped	grey30
f344_c1191	dropped	grey30
f344_c1192	dropped	grey30
f344_c1193	dropped	grey30
f344_c1194	dropped	grey30
f344_c1195	dropped	grey30
f344_c1196	dropped	grey30
f344_c1197	dropped	grey30
f344_c1198	dropped	grey30
f344_c1199	dropped	grey30
f344_c12	dropped	grey30
f344_c120	Proliferating.B.Cell	orchid
f344_c1200	dropped	grey30
f344_c1201	dropped	grey30
f344_c1202	Mesenchymal	lightgoldenrod1
f344_c1203	dropped	grey30
f344_c1204	dropped	grey30
f344_c1205	dropped	grey30
f344_c1206	dropped	grey30
f344_c1207	dropped	grey30
f344_c1208	dropped	grey30
f344_c1209	dropped	grey30
f344_c121	dropped	grey30
f344_c1210	dropped	grey30
f344_c1211	dropped	grey30
f344_c1212	dropped	grey30
f344_c1213	dropped	grey30
f344_c1214	dropped	grey30
f344_c1215	dropped	grey30
f344_c1216	dropped	grey30
f344_c1217	dropped	grey30
f344_c1218	dropped	grey30
f344_c1219	dropped	grey30
f344_c122	Proliferating.B.Cell	orchid
f344_c1220	dropped	grey30
f344_c1221	dropped	grey30
f344_c1222	dropped	grey30
f344_c1223	dropped	grey30
f344_c1224	dropped	grey30
f344_c1225	dropped	grey30
f344_c1226	dropped	grey30
f344_c1227	dropped	grey30
f344_c1228	dropped	grey30
f344_c1229	dropped	grey30
f344_c123	dropped	grey30
f344_c1230	dropped	grey30
f344_c1231	dropped	grey30
f344_c1232	dropped	grey30
f344_c1233	dropped	grey30
f344_c1234	dropped	grey30
f344_c1235	dropped	grey30
f344_c1236	dropped	grey30
f344_c1237	dropped	grey30
f344_c1238	dropped	grey30
f344_c1239	dropped	grey30
f344_c124	dropped	grey30
f344_c1240	dropped	grey30
f344_c1241	dropped	grey30
f344_c1242	dropped	grey30
f344_c1243	dropped	grey30
f344_c1244	dropped	grey30
f344_c1245	dropped	grey30
f344_c1246	dropped	grey30
f344_c1247	dropped	grey30
f344_c1248	dropped	grey30
f344_c1249	dropped	grey30
f344_c125	dropped	grey30
f344_c1250	dropped	grey30
f344_c1251	dropped	grey30
f344_c1252	dropped	grey30
f344_c1253	dropped	grey30
f344_c1254	dropped	grey30
f344_c1255	dropped	grey30
f344_c1256	dropped	grey30
f344_c1257	dropped	grey30
f344_c1258	dropped	grey30
f344_c1259	dropped	grey30
f344_c126	dropped	grey30
f344_c1260	dropped	grey30
f344_c1261	dropped	grey30
f344_c1262	dropped	grey30
f344_c1263	dropped	grey30
f344_c1264	dropped	grey30
f344_c1265	dropped	grey30
f344_c1266	dropped	grey30
f344_c1267	dropped	grey30
f344_c1268	dropped	grey30
f344_c1269	dropped	grey30
f344_c127	Proliferating.B.Cell	orchid
f344_c1270	dropped	grey30
f344_c1271	NK	darkolivegreen1
f344_c1272	dropped	grey30
f344_c1273	dropped	grey30
f344_c1274	dropped	grey30
f344_c1275	dropped	grey30
f344_c1276	dropped	grey30
f344_c1277	dropped	grey30
f344_c1278	dropped	grey30
f344_c1279	dropped	grey30
f344_c128	dropped	grey30
f344_c1280	dropped	grey30
f344_c1281	dropped	grey30
f344_c1282	dropped	grey30
f344_c1283	dropped	grey30
f344_c1284	dropped	grey30
f344_c1285	dropped	grey30
f344_c1286	dropped	grey30
f344_c1287	dropped	grey30
f344_c1288	dropped	grey30
f344_c1289	dropped	grey30
f344_c129	dropped	grey30
f344_c1290	dropped	grey30
f344_c1291	dropped	grey30
f344_c1292	Macrophages.1	blue
f344_c1293	dropped	grey30
f344_c1294	dropped	grey30
f344_c1295	dropped	grey30
f344_c1296	dropped	grey30
f344_c1297	dropped	grey30
f344_c1298	dropped	grey30
f344_c1299	dropped	grey30
f344_c13	dropped	grey30
f344_c130	dropped	grey30
f344_c1300	dropped	grey30
f344_c1301	dropped	grey30
f344_c1302	dropped	grey30
f344_c1303	dropped	grey30
f344_c1304	dropped	grey30
f344_c1305	dropped	grey30
f344_c1306	dropped	grey30
f344_c1307	dropped	grey30
f344_c1308	dropped	grey30
f344_c1309	dropped	grey30
f344_c131	dropped	grey30
f344_c1310	dropped	grey30
f344_c1311	dropped	grey30
f344_c1312	dropped	grey30
f344_c1313	dropped	grey30
f344_c1314	dropped	grey30
f344_c1315	dropped	grey30
f344_c1316	dropped	grey30
f344_c1317	Proliferating.B.Cell	orchid
f344_c1318	dropped	grey30
f344_c1319	dropped	grey30
f344_c132	Tfh	#134502
f344_c1320	dropped	grey30
f344_c1321	dropped	grey30
f344_c1322	dropped	grey30
f344_c1323	dropped	grey30
f344_c1324	dropped	grey30
f344_c1325	dropped	grey30
f344_c1326	dropped	grey30
f344_c1327	dropped	grey30
f344_c1328	dropped	grey30
f344_c1329	dropped	grey30
f344_c133	dropped	grey30
f344_c1330	dropped	grey30
f344_c1331	dropped	grey30
f344_c1332	dropped	grey30
f344_c1333	dropped	grey30
f344_c1334	dropped	grey30
f344_c1335	dropped	grey30
f344_c1336	dropped	grey30
f344_c1337	dropped	grey30
f344_c1338	dropped	grey30
f344_c1339	Mesenchymal	lightgoldenrod1
f344_c134	Proliferating.B.Cell	orchid
f344_c1340	dropped	grey30
f344_c1341	dropped	grey30
f344_c1342	dropped	grey30
f344_c1343	dropped	grey30
f344_c1344	dropped	grey30
f344_c1345	dropped	grey30
f344_c1346	dropped	grey30
f344_c1347	dropped	grey30
f344_c1348	dropped	grey30
f344_c1349	dropped	grey30
f344_c135	dropped	grey30
f344_c1350	dropped	grey30
f344_c1351	dropped	grey30
f344_c1352	dropped	grey30
f344_c1353	dropped	grey30
f344_c1354	dropped	grey30
f344_c1355	dropped	grey30
f344_c1356	dropped	grey30
f344_c1357	Proliferating.B.Cell	orchid
f344_c1358	dropped	grey30
f344_c1359	dropped	grey30
f344_c136	Proliferating.B.Cell	orchid
f344_c1360	dropped	grey30
f344_c1361	dropped	grey30
f344_c1362	dropped	grey30
f344_c1363	dropped	grey30
f344_c1364	dropped	grey30
f344_c1365	dropped	grey30
f344_c1366	dropped	grey30
f344_c1367	dropped	grey30
f344_c1368	dropped	grey30
f344_c1369	Macrophages.2	dodgerblue4
f344_c137	Proliferating.B.Cell	orchid
f344_c1370	dropped	grey30
f344_c1371	dropped	grey30
f344_c1372	dropped	grey30
f344_c1373	dropped	grey30
f344_c1374	dropped	grey30
f344_c1375	dropped	grey30
f344_c1376	dropped	grey30
f344_c1377	dropped	grey30
f344_c1378	dropped	grey30
f344_c1379	dropped	grey30
f344_c138	dropped	grey30
f344_c1380	dropped	grey30
f344_c1381	dropped	grey30
f344_c1382	Proliferating.B.Cell	orchid
f344_c1383	dropped	grey30
f344_c1384	dropped	grey30
f344_c1385	dropped	grey30
f344_c1386	dropped	grey30
f344_c1387	dropped	grey30
f344_c1388	dropped	grey30
f344_c1389	dropped	grey30
f344_c139	dropped	grey30
f344_c1390	dropped	grey30
f344_c1391	dropped	grey30
f344_c1392	dropped	grey30
f344_c1393	dropped	grey30
f344_c1394	Proliferating.B.Cell	orchid
f344_c1395	dropped	grey30
f344_c1396	dropped	grey30
f344_c1397	dropped	grey30
f344_c1398	dropped	grey30
f344_c1399	dropped	grey30
f344_c14	dropped	grey30
f344_c140	dropped	grey30
f344_c1400	dropped	grey30
f344_c1401	dropped	grey30
f344_c1402	dropped	grey30
f344_c1403	dropped	grey30
f344_c1404	dropped	grey30
f344_c1405	dropped	grey30
f344_c1406	dropped	grey30
f344_c1407	dropped	grey30
f344_c1408	dropped	grey30
f344_c1409	dropped	grey30
f344_c141	dropped	grey30
f344_c1410	dropped	grey30
f344_c1411	dropped	grey30
f344_c1412	dropped	grey30
f344_c1413	dropped	grey30
f344_c1414	dropped	grey30
f344_c1415	dropped	grey30
f344_c1416	dropped	grey30
f344_c1417	dropped	grey30
f344_c1418	dropped	grey30
f344_c1419	dropped	grey30
f344_c142	Tfh	#134502
f344_c1420	dropped	grey30
f344_c1421	dropped	grey30
f344_c1422	dropped	grey30
f344_c1423	dropped	grey30
f344_c1424	dropped	grey30
f344_c1425	dropped	grey30
f344_c1426	dropped	grey30
f344_c1427	dropped	grey30
f344_c1428	dropped	grey30
f344_c1429	dropped	grey30
f344_c143	dropped	grey30
f344_c1430	dropped	grey30
f344_c1431	dropped	grey30
f344_c1432	dropped	grey30
f344_c1433	dropped	grey30
f344_c1434	dropped	grey30
f344_c1435	dropped	grey30
f344_c1436	dropped	grey30
f344_c1437	dropped	grey30
f344_c1438	Proliferating.B.Cell	orchid
f344_c1439	dropped	grey30
f344_c144	Proliferating.B.Cell	orchid
f344_c1440	dropped	grey30
f344_c1441	dropped	grey30
f344_c1442	dropped	grey30
f344_c1443	Proliferating.B.Cell	orchid
f344_c1444	dropped	grey30
f344_c1445	dropped	grey30
f344_c1446	dropped	grey30
f344_c1447	dropped	grey30
f344_c1448	Proliferating.B.Cell	orchid
f344_c1449	dropped	grey30
f344_c145	dropped	grey30
f344_c1450	dropped	grey30
f344_c1451	dropped	grey30
f344_c1452	dropped	grey30
f344_c1453	dropped	grey30
f344_c1454	unknown	#c0c8cf
f344_c1455	Proliferating.B.Cell	orchid
f344_c1456	dropped	grey30
f344_c1457	dropped	grey30
f344_c1458	dropped	grey30
f344_c1459	dropped	grey30
f344_c146	Proliferating.B.Cell	orchid
f344_c1460	dropped	grey30
f344_c1461	dropped	grey30
f344_c1462	dropped	grey30
f344_c1463	Epithelial	#6665DD
f344_c1464	dropped	grey30
f344_c1465	dropped	grey30
f344_c1466	dropped	grey30
f344_c1467	Proliferating.B.Cell	orchid
f344_c1468	dropped	grey30
f344_c1469	dropped	grey30
f344_c147	dropped	grey30
f344_c1470	dropped	grey30
f344_c1471	dropped	grey30
f344_c1472	dropped	grey30
f344_c1473	unknown	#c0c8cf
f344_c1474	dropped	grey30
f344_c1475	dropped	grey30
f344_c1476	dropped	grey30
f344_c1477	dropped	grey30
f344_c1478	dropped	grey30
f344_c1479	dropped	grey30
f344_c148	Proliferating.B.Cell	orchid
f344_c1480	dropped	grey30
f344_c1481	dropped	grey30
f344_c1482	dropped	grey30
f344_c1483	dropped	grey30
f344_c1484	dropped	grey30
f344_c1485	Proliferating.B.Cell	orchid
f344_c1486	dropped	grey30
f344_c1487	unknown	#c0c8cf
f344_c1488	dropped	grey30
f344_c1489	dropped	grey30
f344_c149	Proliferating.B.Cell	orchid
f344_c1490	dropped	grey30
f344_c1491	dropped	grey30
f344_c1492	dropped	grey30
f344_c1493	dropped	grey30
f344_c1494	dropped	grey30
f344_c1495	dropped	grey30
f344_c1496	dropped	grey30
f344_c1497	dropped	grey30
f344_c1498	dropped	grey30
f344_c1499	dropped	grey30
f344_c15	Proliferating.B.Cell	orchid
f344_c150	Proliferating.B.Cell	orchid
f344_c1500	Proliferating.B.Cell	orchid
f344_c1501	dropped	grey30
f344_c1502	dropped	grey30
f344_c1503	dropped	grey30
f344_c1504	dropped	grey30
f344_c1505	dropped	grey30
f344_c1506	Proliferating.B.Cell	orchid
f344_c1507	dropped	grey30
f344_c1508	unknown	#c0c8cf
f344_c1509	unknown	#c0c8cf
f344_c151	dropped	grey30
f344_c1510	unknown	#c0c8cf
f344_c1511	dropped	grey30
f344_c1512	dropped	grey30
f344_c1513	dropped	grey30
f344_c1514	dropped	grey30
f344_c1515	unknown	#c0c8cf
f344_c1516	dropped	grey30
f344_c1517	dropped	grey30
f344_c1518	dropped	grey30
f344_c1519	dropped	grey30
f344_c152	dropped	grey30
f344_c1520	dropped	grey30
f344_c1521	unknown	#c0c8cf
f344_c1522	NK	darkolivegreen1
f344_c1523	dropped	grey30
f344_c1524	dropped	grey30
f344_c1525	unknown	#c0c8cf
f344_c1526	unknown	#c0c8cf
f344_c1527	unknown	#c0c8cf
f344_c1528	unknown	#c0c8cf
f344_c1529	Proliferating.B.Cell	orchid
f344_c153	Proliferating.B.Cell	orchid
f344_c1530	dropped	grey30
f344_c1531	dropped	grey30
f344_c1532	dropped	grey30
f344_c1533	dropped	grey30
f344_c1534	unknown	#c0c8cf
f344_c1535	dropped	grey30
f344_c1536	dropped	grey30
f344_c1537	unknown	#c0c8cf
f344_c1538	unknown	#c0c8cf
f344_c1539	dropped	grey30
f344_c154	dropped	grey30
f344_c1540	dropped	grey30
f344_c1541	dropped	grey30
f344_c1542	unknown	#c0c8cf
f344_c1543	unknown	#c0c8cf
f344_c1544	dropped	grey30
f344_c1545	unknown	#c0c8cf
f344_c1546	dropped	grey30
f344_c1547	dropped	grey30
f344_c1548	dropped	grey30
f344_c1549	dropped	grey30
f344_c155	dropped	grey30
f344_c1550	unknown	#c0c8cf
f344_c1551	dropped	grey30
f344_c1552	dropped	grey30
f344_c1553	dropped	grey30
f344_c1554	dropped	grey30
f344_c1555	dropped	grey30
f344_c1556	dropped	grey30
f344_c1557	dropped	grey30
f344_c1558	dropped	grey30
f344_c1559	Macrophages.1	blue
f344_c156	dropped	grey30
f344_c1560	unknown	#c0c8cf
f344_c1561	dropped	grey30
f344_c1562	dropped	grey30
f344_c1563	unknown	#c0c8cf
f344_c1564	dropped	grey30
f344_c1565	dropped	grey30
f344_c1566	NK	darkolivegreen1
f344_c1567	Mesenchymal	lightgoldenrod1
f344_c1568	dropped	grey30
f344_c1569	dropped	grey30
f344_c157	dropped	grey30
f344_c1570	dropped	grey30
f344_c1571	dropped	grey30
f344_c1572	dropped	grey30
f344_c1573	dropped	grey30
f344_c1574	unknown	#c0c8cf
f344_c1575	dropped	grey30
f344_c1576	dropped	grey30
f344_c1577	dropped	grey30
f344_c1578	dropped	grey30
f344_c1579	dropped	grey30
f344_c158	dropped	grey30
f344_c1580	unknown	#c0c8cf
f344_c1581	Macrophages.1	blue
f344_c1582	unknown	#c0c8cf
f344_c1583	dropped	grey30
f344_c1584	dropped	grey30
f344_c1585	Macrophages.1	blue
f344_c1586	dropped	grey30
f344_c1587	unknown	#c0c8cf
f344_c1588	NK	darkolivegreen1
f344_c1589	dropped	grey30
f344_c159	dropped	grey30
f344_c1590	Macrophages.1	blue
f344_c1591	dropped	grey30
f344_c1592	dropped	grey30
f344_c1593	dropped	grey30
f344_c1594	dropped	grey30
f344_c1595	unknown	#c0c8cf
f344_c1596	dropped	grey30
f344_c1597	unknown	#c0c8cf
f344_c1598	dropped	grey30
f344_c1599	unknown	#c0c8cf
f344_c16	Proliferating.B.Cell	orchid
f344_c160	dropped	grey30
f344_c1600	dropped	grey30
f344_c1601	dropped	grey30
f344_c1602	dropped	grey30
f344_c1603	dropped	grey30
f344_c1604	dropped	grey30
f344_c1605	unknown	#c0c8cf
f344_c1606	dropped	grey30
f344_c1607	dropped	grey30
f344_c1608	unknown	#c0c8cf
f344_c1609	unknown	#c0c8cf
f344_c161	dropped	grey30
f344_c1610	dropped	grey30
f344_c1611	dropped	grey30
f344_c1612	unknown	#c0c8cf
f344_c1613	dropped	grey30
f344_c1614	dropped	grey30
f344_c1615	dropped	grey30
f344_c1616	dropped	grey30
f344_c1617	dropped	grey30
f344_c1618	dropped	grey30
f344_c1619	dropped	grey30
f344_c162	dropped	grey30
f344_c1620	Mesenchymal	lightgoldenrod1
f344_c1621	unknown	#c0c8cf
f344_c1622	NK	darkolivegreen1
f344_c1623	dropped	grey30
f344_c1624	dropped	grey30
f344_c1625	dropped	grey30
f344_c1626	dropped	grey30
f344_c1627	dropped	grey30
f344_c1628	unknown	#c0c8cf
f344_c1629	dropped	grey30
f344_c163	dropped	grey30
f344_c1630	dropped	grey30
f344_c1631	dropped	grey30
f344_c1632	dropped	grey30
f344_c1633	dropped	grey30
f344_c1634	dropped	grey30
f344_c1635	dropped	grey30
f344_c1636	dropped	grey30
f344_c1637	dropped	grey30
f344_c1638	dropped	grey30
f344_c1639	dropped	grey30
f344_c164	dropped	grey30
f344_c1640	dropped	grey30
f344_c1641	dropped	grey30
f344_c1642	dropped	grey30
f344_c1643	dropped	grey30
f344_c1644	Mesenchymal	lightgoldenrod1
f344_c1645	dropped	grey30
f344_c1646	dropped	grey30
f344_c1647	dropped	grey30
f344_c1648	dropped	grey30
f344_c1649	dropped	grey30
f344_c165	dropped	grey30
f344_c1650	dropped	grey30
f344_c1651	NK	darkolivegreen1
f344_c1652	dropped	grey30
f344_c1653	dropped	grey30
f344_c1654	dropped	grey30
f344_c1655	dropped	grey30
f344_c1656	dropped	grey30
f344_c1657	dropped	grey30
f344_c1658	dropped	grey30
f344_c1659	dropped	grey30
f344_c166	dropped	grey30
f344_c1660	dropped	grey30
f344_c1661	dropped	grey30
f344_c1662	dropped	grey30
f344_c1663	dropped	grey30
f344_c1664	dropped	grey30
f344_c1665	dropped	grey30
f344_c1666	dropped	grey30
f344_c1667	dropped	grey30
f344_c1668	dropped	grey30
f344_c1669	dropped	grey30
f344_c167	dropped	grey30
f344_c1670	dropped	grey30
f344_c1671	dropped	grey30
f344_c1672	dropped	grey30
f344_c1673	dropped	grey30
f344_c1674	dropped	grey30
f344_c1675	dropped	grey30
f344_c1676	dropped	grey30
f344_c1677	dropped	grey30
f344_c1678	dropped	grey30
f344_c1679	dropped	grey30
f344_c168	dropped	grey30
f344_c1680	dropped	grey30
f344_c1681	dropped	grey30
f344_c1682	dropped	grey30
f344_c1683	dropped	grey30
f344_c1684	dropped	grey30
f344_c1685	dropped	grey30
f344_c1686	Macrophages.1	blue
f344_c1687	dropped	grey30
f344_c1688	dropped	grey30
f344_c1689	dropped	grey30
f344_c169	dropped	grey30
f344_c1690	dropped	grey30
f344_c1691	dropped	grey30
f344_c1692	dropped	grey30
f344_c1693	dropped	grey30
f344_c1694	dropped	grey30
f344_c1695	dropped	grey30
f344_c1696	dropped	grey30
f344_c1697	dropped	grey30
f344_c1698	dropped	grey30
f344_c1699	dropped	grey30
f344_c17	Tfh	#134502
